idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
2890,train,"Every unnecessary detail , all superfluous local","INCORRECT: detail→derail | CORRECTED: Every unnecessary derail , all superfluous local",INCORRECT,True,detail→derail,"Every unnecessary derail , all superfluous local"
2892,train,grapher as to Wicki the director . His earlier,"INCORRECT: as→is, His→this, earlier→earlies | CORRECTED: grapher is to Wicki the director . this earlies",INCORRECT,True,"as→is, His→this, earlier→earlies",grapher is to Wicki the director . this earlies
2895,train,"every instant . "" The chilling horror of "" Mala-","INCORRECT: Mala-→rais- | CORRECTED: ""every instant . "" The chilling horror of "" rais-",INCORRECT,True,Mala-→rais-,"""every instant . "" The chilling horror of "" rais-"
2913,train,setting .,INCORRECT: setting→setup | CORRECTED: setup .,INCORRECT,True,setting→setup,setup .
2923,train,indication of the scope of Wicki's artistry . He,"INCORRECT: extra ""of"" inserted between ""scope"" and ""Wicki's"" | CORRECTED: indication of the scope Wicki's artistry . He",INCORRECT,True,"extra ""of"" inserted between ""scope"" and ""Wicki's""",indication of the scope Wicki's artistry . He
2929,train,succeeded in his second film in,"INCORRECT: missing initial word ""failed"" | CORRECTED: failed succeeded in his second film in",INCORRECT,True,"missing initial word ""failed""",failed succeeded in his second film in
2931,train,"When the final miracle does occur , it is accepted as a","INCORRECT: remove extra ""does"" inserted between ""miracle"" and ""occur"" | CORRECTED: When the final miracle occur, it is accepted as a",INCORRECT,True,"remove extra ""does"" inserted between ""miracle"" and ""occur""","When the final miracle occur, it is accepted as a"
2963,train,bears are awarded in every direction . Both the,INCORRECT: the→they | CORRECTED: bears are awarded in every direction . Both they,INCORRECT,True,the→they,bears are awarded in every direction . Both they
2964,train,Sentence Database C02-059,"INCORRECT: 5→s, 9→g | CORRECTED: Sentence Database C02-osg",INCORRECT,True,"5→s, 9→g",Sentence Database C02-osg
2965,train,as best actress for her work in the Godard,INCORRECT: Godard→Goddard | CORRECTED: as best actress for her work in the Goddard,INCORRECT,True,Godard→Goddard,as best actress for her work in the Goddard
2967,train,enthusiastic when one Miss Anna Kerima was selected,INCORRECT: Kerima→Kering | CORRECTED: enthusiastic when one Miss Anna Kering was selected,INCORRECT,True,Kerima→Kering,enthusiastic when one Miss Anna Kering was selected
2986,train,the London Film Festival . In spite of,"INCORRECT: Festival→Technical, In→Un | CORRECTED: the London Film Technical . Un spite of",INCORRECT,True,"Festival→Technical, In→Un",the London Film Technical . Un spite of
3034,train,Square Theatre tomorrow . It has been produced,INCORRECT: produced→proceeded | CORRECTED: Square Theatre tomorrow. It has been proceeded,INCORRECT,True,produced→proceeded,Square Theatre tomorrow. It has been proceeded
3053,train,"characters to their background , which bring","INCORRECT: bring→brings | CORRECTED: characters to their background, which brings",INCORRECT,True,bring→brings,"characters to their background, which brings"
3054,train,"throughout in terms of the cinema , and again and","INCORRECT: again→agreed | CORRECTED: throughout in terms of the cinema , and agreed and",INCORRECT,True,again→agreed,"throughout in terms of the cinema , and agreed and"
3068,train,again and again it is the visual qualities of,INCORRECT: visual→virtual | CORRECTED: again and again it is the virtual qualities of,INCORRECT,True,visual→virtual,again and again it is the virtual qualities of
3086,train,"characters to their background , which bring","INCORRECT: bring→brings | CORRECTED: characters to their background, which brings",INCORRECT,True,bring→brings,"characters to their background, which brings"
3102,train,"in the churchyard , "" sacred to the memory of "" -","INCORRECT: of→off | CORRECTED: ""in the churchyard , "" sacred to the memory off "" -""",INCORRECT,True,of→off,"""in the churchyard , "" sacred to the memory off "" -"""
3119,train,"the school play-grounds , the public monuments and","INCORRECT: play→playing | CORRECTED: the school playing-grounds , the public monuments and",INCORRECT,True,play→playing,"the school playing-grounds , the public monuments and"
3134,train,"play-grounds , the public monuments and","INCORRECT: play→plays | CORRECTED: plays-grounds, the public monuments and",INCORRECT,True,play→plays,"plays-grounds, the public monuments and"
3145,train,rubbish strewn canals - even the worn,"INCORRECT: ""the worn→this worse"" | CORRECTED: ""rubbish strewn canals - even this worse""",INCORRECT,True,"""the worn→this worse""","""rubbish strewn canals - even this worse"""
3158,train,England and has made it live . The shabby,INCORRECT: live→lice | CORRECTED: England and has made it lice. The shabby,INCORRECT,True,live→lice,England and has made it lice. The shabby
3167,train,"But there is heart in the telling , and an","INCORRECT: an→am | CORRECTED: But there is heart in the telling , and am",INCORRECT,True,an→am,"But there is heart in the telling , and am"
3171,train,"But there is heart in the telling , and an intense","INCORRECT: intense→earnest | CORRECTED: But there is heart in the telling , and an earnest",INCORRECT,True,intense→earnest,"But there is heart in the telling , and an earnest"
3178,train,experiences it for the first time herself it,"INCORRECT: missing ""to"" between ""experiences"" and ""it"" | CORRECTED: experiences to it for the first time herself it",INCORRECT,True,"missing ""to"" between ""experiences"" and ""it""",experiences to it for the first time herself it
3179,train,shyly and half inquisitively . As is the case in,INCORRECT: is→in | CORRECTED: shyly and half inquisitively . As in the case in,INCORRECT,True,is→in,shyly and half inquisitively . As in the case in
3187,train,her to bear his child and sails away .,INCORRECT: her→has | CORRECTED: has to bear his child and sails away .,INCORRECT,True,her→has,has to bear his child and sails away .
3191,train,but half shyly and half inquisitively . As,INCORRECT: As→as | CORRECTED: but half shyly and half inquisitively . as,INCORRECT,True,As→as,but half shyly and half inquisitively . as
3195,train,"sordid , and when she experiences it for","INCORRECT: sordid→worried | CORRECTED: worried, and when she experiences it for",INCORRECT,True,sordid→worried,"worried, and when she experiences it for"
3200,train,"But there is heart in the telling , and an","INCORRECT: and an→and cut | CORRECTED: But there is heart in the telling, and cut",INCORRECT,True,and an→and cut,"But there is heart in the telling, and cut"
3204,train,"slatternly , promiscuous mother . In such","INCORRECT: In→has | CORRECTED: slatternly , promiscuous mother . has such",INCORRECT,True,In→has,"slatternly , promiscuous mother . has such"
3209,train,intense realism in the situation . A young,INCORRECT: young→growing | CORRECTED: intense realism in the situation . A growing,INCORRECT,True,young→growing,intense realism in the situation . A growing
3228,train,"the unborn child as much as to the expectant mother ,","INCORRECT: missing word ""such"" between ""as"" and ""much"" | CORRECTED: the unborn child as such much as to the expectant mother ,",INCORRECT,True,"missing word ""such"" between ""as"" and ""much""","the unborn child as such much as to the expectant mother ,"
3235,train,"expectant mother , who acts as a protector and","INCORRECT: mother→mothers | CORRECTED: expectant mothers , who acts as a protector and",INCORRECT,True,mother→mothers,"expectant mothers , who acts as a protector and"
3239,train,comforter to her in her hour of need . He,"INCORRECT: extraneous ""He"" at end | CORRECTED: comforter to her in her hour of need .",INCORRECT,True,"extraneous ""He"" at end",comforter to her in her hour of need .
3249,train,"an old man . Here it is a young homosexual ,","INCORRECT: man→woman | CORRECTED: an old woman. Here it is a young homosexual,",INCORRECT,True,man→woman,"an old woman. Here it is a young homosexual,"
3256,train,"child as much as to the expectant mother ,","INCORRECT: expectant→experienced | CORRECTED: child as much as to the experienced mother ,",INCORRECT,True,expectant→experienced,"child as much as to the experienced mother ,"
3260,train,her in her hour of need . He shares her room,INCORRECT: her→when | CORRECTED: when in her hour of need. He shares her room,INCORRECT,True,her→when,when in her hour of need. He shares her room
3261,train,by an old man . Here it is a young homo-,"INCORRECT: Here it is→Here is, homo-→home- | CORRECTED: by an old man . Here is a young home-",INCORRECT,True,"Here it is→Here is, homo-→home-",by an old man . Here is a young home-
3284,train,"the longest and most exacting role , that of the","INCORRECT: role→work | CORRECTED: the longest and most exacting work , that of the",INCORRECT,True,role→work,"the longest and most exacting work , that of the"
3287,train,"effective , and Mr. Dinsdale Landen , in","INCORRECT: missing ""Dent"" after ""Mr."" | CORRECTED: effective , and Mr. Dent Dinsdale Landen , in",INCORRECT,True,"missing ""Dent"" after ""Mr.""","effective , and Mr. Dent Dinsdale Landen , in"
3294,train,we would be altogether clearer in our minds,INCORRECT: clearer→cleared | CORRECTED: we would be altogether cleared in our minds,INCORRECT,True,clearer→cleared,we would be altogether cleared in our minds
3304,train,"exacting role , that of the sergeant , gives","INCORRECT: exacting→reacting | CORRECTED: reacting role , that of the sergeant , gives",INCORRECT,True,exacting→reacting,"reacting role , that of the sergeant , gives"
3311,train,"exacting role , that of the sergeant , gives a perfor-","INCORRECT: that of the sergeant→that sergeant | CORRECTED: exacting role , that sergeant , gives a perfor-",INCORRECT,True,that of the sergeant→that sergeant,"exacting role , that sergeant , gives a perfor-"
3318,train,mance of rare intelligence and restrained,INCORRECT: restrained→residence | CORRECTED: mance of rare intelligence and residence,INCORRECT,True,restrained→residence,mance of rare intelligence and residence
3325,train,"Mr. Dinsdale Landen , in the longest and most","INCORRECT: Mr.→Lt. | CORRECTED: Lt. Dinsdale Landen , in the longest and most",INCORRECT,True,Mr.→Lt.,"Lt. Dinsdale Landen , in the longest and most"
3340,train,"them . Last night's play in the "" Play of the","INCORRECT: them→When, night's→might's | CORRECTED: When. Last might's play in the ""Play of the""",INCORRECT,True,"them→When, night's→might's","When. Last might's play in the ""Play of the"""
