idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
867,train,""" Ban-the-Bomb "" demonstrators . Police leave",CORRECT,CORRECT,False,,
868,train,"Instead , the kings will remain in London",CORRECT,CORRECT,False,,
869,train,group .,CORRECT,CORRECT,False,,
870,train,for Sunday in Parliament-square by the,CORRECT,CORRECT,False,,
871,train,Then their views will be transmitted back .,CORRECT,CORRECT,False,,
872,train,has been cancelled and secret plans prepared,CORRECT,CORRECT,False,,
873,train,and wait to hear the conference's proposals .,CORRECT,CORRECT,False,,
874,train,"MR. BUTLER , the Home Secretary , has decided",CORRECT,CORRECT,False,,
875,train,jailed for a month .,CORRECT,CORRECT,False,,
876,train,a breach of the peace . The committee's,CORRECT,CORRECT,False,,
877,train,his 61-year-old wife were each jailed for,INCORRECT: year→years | CORRECTED: his 61-years-old wife were each jailed for,INCORRECT,True,year→years,his 61-years-old wife were each jailed for
878,train,Committee of 100 being imprisoned for inciting,INCORRECT: imprisoned→impriscaned | CORRECTED: Committee of 100 being impriscaned for inciting,INCORRECT,True,imprisoned→impriscaned,Committee of 100 being impriscaned for inciting
879,train,president 89-year-old Earl Russell and,INCORRECT: 89→80 | CORRECTED: president 80-years-old Earl Russell and,INCORRECT,True,89→80,president 80-years-old Earl Russell and
880,train,and Robert Bolt ( The Flowering Cherry ) were,CORRECT,CORRECT,False,,
881,train,a week . Playwrights Arnold Wesker ( The Kitchen ),CORRECT,CORRECT,False,,
882,train,ended yesterday in 32 members of the,CORRECT,CORRECT,False,,
883,train,It was Mr. Butler who authorised action which,CORRECT,CORRECT,False,,
884,train,"invoke the Public Order Act , 1936 , and",CORRECT,CORRECT,False,,
885,train,"It was last used a year ago , to deal",CORRECT,CORRECT,False,,
886,train,"of Parliament Square . """,CORRECT,CORRECT,False,,
887,train,Mr. Butler will have talks with Police,CORRECT,CORRECT,False,,
888,train,the demonstrators sit down or not - was,CORRECT,CORRECT,False,,
889,train,with the St. Pancras rent riots . Today,CORRECT,CORRECT,False,,
890,train,declare the whole rally illegal - whether,INCORRECT: rally→really | CORRECTED: declare the whole really illegal - whether,INCORRECT,True,rally→really,declare the whole really illegal - whether
891,train,being discussed in Whitehall last night .,CORRECT,CORRECT,False,,
892,train,Commissioner Sir Joseph Simpson to,INCORRECT: Sir→du | CORRECTED: Commissioner du Joseph Simpson to,INCORRECT,True,Sir→du,Commissioner du Joseph Simpson to
893,train,The possibility that the Government might,CORRECT,CORRECT,False,,
894,train,"draw up final plans for the "" Battle",CORRECT,CORRECT,False,,
895,train,"and reserves , with 750 policemen posted","INCORRECT: 750→250, policemen→policeman | CORRECTED: and reserves, with 250 policeman posted",INCORRECT,True,"750→250, policemen→policeman","and reserves, with 250 policeman posted"
896,train,"the area - West End Central , Bow-street ,","INCORRECT: Bow→Bew | CORRECTED: the area - West End Central, Bew-street,",INCORRECT,True,Bow→Bew,"the area - West End Central, Bew-street,"
897,train,"call-out of police , special constables",CORRECT,CORRECT,False,,
898,train,and Cannon-row .,INCORRECT: and→Camel | CORRECTED: Camel Cannon-row .,INCORRECT,True,and→Camel,Camel Cannon-row .
899,train,from outlying districts to stations in,CORRECT,CORRECT,False,,
900,train,Measures agreed so far include : 1 . A mass,INCORRECT: mass→mess | CORRECTED: Measures agreed so far include : 1 . A mess,INCORRECT,True,mass→mess,Measures agreed so far include : 1 . A mess
901,train,been # particularly intensified in the past year,INCORRECT: #→was | CORRECTED: been was particularly intensified in the past year,INCORRECT,True,#→was,been was particularly intensified in the past year
902,train,"in the United Nations , these exchanges have not","INCORRECT: the→these | CORRECTED: in these United Nations, these exchanges have not",INCORRECT,True,the→these,"in these United Nations, these exchanges have not"
903,train,is known for some time to have favoured a,CORRECT,CORRECT,False,,
904,train,"or so and though so far , apart from joint action",CORRECT,CORRECT,False,,
905,train,nesia arrived in Belgrade as the guest of the Yugoslav,INCORRECT: nesia→Russia | CORRECTED: Russia arrived in Belgrade as the guest of the Yugoslav,INCORRECT,True,nesia→Russia,Russia arrived in Belgrade as the guest of the Yugoslav
906,train,"been seen on any wider basis , President Tito","INCORRECT: wider→wieder | CORRECTED: been seen on any wieder basis, President Tito",INCORRECT,True,wider→wieder,"been seen on any wieder basis, President Tito"
907,train,"Today , for example , the Foreign Minister of Indo-","INCORRECT: Indo-→Trade | CORRECTED: Today, for example, the Foreign Minister of Trade",INCORRECT,True,Indo-→Trade,"Today, for example, the Foreign Minister of Trade"
908,train,Foreign Minister . In fact such Yugoslav activity has,CORRECT,CORRECT,False,,
909,train,conference of neutralist leaders .,CORRECT,CORRECT,False,,
910,train,"on the occasion of the conference in Casablanca and ,",CORRECT,CORRECT,False,,
911,train,"in particular , in Yugoslav approval of the idea of an","INCORRECT: idea→plan | CORRECTED: in particular, in Yugoslav approval of the plan of an",INCORRECT,True,idea→plan,"in particular, in Yugoslav approval of the plan of an"
912,train,coordinate activity on the political and economic,CORRECT,CORRECT,False,,
913,train,Tito would like some such idea extended also,"INCORRECT: would→wanted, such→much | CORRECTED: Tito wanted like some much idea extended also",INCORRECT,True,"would→wanted, such→much",Tito wanted like some much idea extended also
914,train,sphere ; and it is not difficult to see that President,CORRECT,CORRECT,False,,
915,train,to the whole uncommitted world,CORRECT,CORRECT,False,,
916,train,inter-African consultative assembly which would,CORRECT,CORRECT,False,,
917,train,The wish was particularly apparent in comments,INCORRECT: wish→marsh | CORRECTED: The marsh was particularly apparent in comments,INCORRECT,True,wish→marsh,The marsh was particularly apparent in comments
918,train,time is ripe to have more frequent consultations between,CORRECT,CORRECT,False,,
919,train,the uncommitted countries and even to work out common,CORRECT,CORRECT,False,,
920,train,situation and especially in view of fresh problems facing,CORRECT,CORRECT,False,,
921,train,stands on various problems facing those nations . Two,INCORRECT: stands→stends | CORRECTED: stends on various problems facing those nations. Two,INCORRECT,True,stands→stends,stends on various problems facing those nations. Two
922,train,"the new and independent countries of Africa , that the","INCORRECT: the→their | CORRECTED: the new and independent countries of Africa, that their",INCORRECT,True,the→their,"the new and independent countries of Africa, that their"
923,train,of the talks in Belgrade - and on both the two,CORRECT,CORRECT,False,,
924,train,"subjects , the Congo and Algeria , are the main topics",CORRECT,CORRECT,False,,
925,train,"But he now feels , in view of a changed international",CORRECT,CORRECT,False,,
926,train,leaders have identical ideas .,CORRECT,CORRECT,False,,
927,train,was reported earlier in Laos that Prince,"INCORRECT: Laos→has, Prince→Princes | CORRECTED: was reported earlier in has that Princes",INCORRECT,True,"Laos→has, Prince→Princes",was reported earlier in has that Princes
928,train,Government .,CORRECT,CORRECT,False,,
929,train,"Souvanna Phouma , the former Prime Min-",CORRECT,CORRECT,False,,
930,train,Prince Souvanna Phouma to join his,"INCORRECT: Souvanna→Louvanna, his→this | CORRECTED: Prince Louvanna Phouma to join this",INCORRECT,True,"Souvanna→Louvanna, his→this",Prince Louvanna Phouma to join this
931,train,"ister , to return to Laos . No details of","INCORRECT: ister→sister | CORRECTED: sister, to return to Laos. No details of",INCORRECT,True,ister→sister,"sister, to return to Laos. No details of"
932,train,"Phnom Penh , Cambodia , to invite Prince","INCORRECT: Prince→Phnom | CORRECTED: Phnom Penh , Cambodia , to invite Phnom",INCORRECT,True,Prince→Phnom,"Phnom Penh , Cambodia , to invite Phnom"
933,train,Boun Oum was considering asking,CORRECT,CORRECT,False,,
934,train,"their mission have been disclosed , but it",INCORRECT: it→all | CORRECTED: their mission have been disclosed but all,INCORRECT,True,it→all,their mission have been disclosed but all
935,train,Two emissaries from the Laotian Government,CORRECT,CORRECT,False,,
936,train,of Prince Boun Oum have arrived in,"INCORRECT: Prince→Prinel, Boun→Bowen, Oum→Oium, have→house, arrived→aroused | CORRECTED: of Prinel Bowen Oium house aroused in",INCORRECT,True,"Prince→Prinel, Boun→Bowen, Oum→Oium, have→house, arrived→aroused",of Prinel Bowen Oium house aroused in
937,train,Laos . His policy of strict neutrality from 1951,INCORRECT: 1951→1957 | CORRECTED: Laos. His policy of strict neutrality from 1957,INCORRECT,True,1951→1957,Laos. His policy of strict neutrality from 1957
938,train,pro-western centre and south .,CORRECT,CORRECT,False,,
939,train,"to 1958 kept the kingdom in peace , though","INCORRECT: 1958→1955 | CORRECTED: to 1955 kept the kingdom in peace, though",INCORRECT,True,1958→1955,"to 1955 kept the kingdom in peace, though"
940,train,at the cost of virtual partition of the country,CORRECT,CORRECT,False,,
941,train,"the mission , but recent statements made by him",CORRECT,CORRECT,False,,
942,train,himself as the only legal Prime Minister of,CORRECT,CORRECT,False,,
943,train,into the pro-communist north and the,CORRECT,CORRECT,False,,
944,train,Prince Souvanna Phouma has not yet replied to,"INCORRECT: not→mot, yet→yct | CORRECTED: Prince Souvanna Phouma has mot yct replied to",INCORRECT,True,"not→mot, yet→yct",Prince Souvanna Phouma has mot yct replied to
945,train,in Phnom Penh indicate that he still regards,CORRECT,CORRECT,False,,
946,train,"Haksat Party , also to the officers","INCORRECT: Party→Pasty | CORRECTED: Haksat Pasty, also to the officers",INCORRECT,True,Party→Pasty,"Haksat Pasty, also to the officers"
947,train,"Prince Souphannouvong , leader",CORRECT,CORRECT,False,,
948,train,occupying the province of Xieng,CORRECT,CORRECT,False,,
949,train,"Laos , yesterday addressed all officers",CORRECT,CORRECT,False,,
950,train,Prince Souvanna's former Minister of,CORRECT,CORRECT,False,,
951,train,claims to be his representative in,INCORRECT: his→Luis | CORRECTED: claims to be Luis representative in,INCORRECT,True,his→Luis,claims to be Luis representative in
952,train,of the pro-communist Neo Lao,CORRECT,CORRECT,False,,
953,train,in the same terms .,CORRECT,CORRECT,False,,
954,train,of the pro-communist forces,CORRECT,CORRECT,False,,
955,train,Khouang and emphasized that,CORRECT,CORRECT,False,,
956,train,"Information , Mr. Quinim Pholsena , who","INCORRECT: Quinim→Quinium | CORRECTED: Information, Mr. Quinium Pholsena, who",INCORRECT,True,Quinim→Quinium,"Information, Mr. Quinium Pholsena, who"
957,train,Government suggests that all is not well,CORRECT,CORRECT,False,,
958,train,communists' former base 60 miles,INCORRECT: communists'→Councilists' | CORRECTED: Councilists' former base 60 miles,INCORRECT,True,communists'→Councilists',Councilists' former base 60 miles
959,train,of the pro-communists . Most of the,CORRECT,CORRECT,False,,
960,train,with the political and military leadership,CORRECT,CORRECT,False,,
961,train,The Government has claimed the,CORRECT,CORRECT,False,,
962,train,province of Xieng Khouang and the,CORRECT,CORRECT,False,,
963,train,This emphasis on the legality of the former,CORRECT,CORRECT,False,,
964,train,appear still to be firmly in their hands .,INCORRECT: hands→hearts | CORRECTED: appear still to be firmly in their hearts,INCORRECT,True,hands→hearts,appear still to be firmly in their hearts
965,train,"tactically useful Plain of Jars , however ,",CORRECT,CORRECT,False,,
966,train,"recapture of Vang Vieng , the pro-",CORRECT,CORRECT,False,,
967,train,"north of Vientiane , but this claim",CORRECT,CORRECT,False,,
968,train,"160 speeches in 80 constituencies in 10 days , the Liberal",CORRECT,CORRECT,False,,
969,train,Party are holding a national conference here with,CORRECT,CORRECT,False,,
970,train,and # his Cabinet out in the grass roots making,INCORRECT: #→to | CORRECTED: and to his Cabinet out in the grass roots making,INCORRECT,True,#→to,and to his Cabinet out in the grass roots making
971,train,leader .,CORRECT,CORRECT,False,,
972,train,this village was still held by the pro-communists .,CORRECT,CORRECT,False,,
973,train,A correspondent who travelled yesterday to within,CORRECT,CORRECT,False,,
974,train,when Mr. Lester Pearson was chosen as party,"INCORRECT: Lester→Lesler, Pearson→Peauson | CORRECTED: when Mr. Lesler Peauson was chosen as party",INCORRECT,True,"Lester→Lesler, Pearson→Peauson",when Mr. Lesler Peauson was chosen as party
975,train,With the Prime Minister sunning himself in Jamaica,CORRECT,CORRECT,False,,
976,train,"some 2,000 delegates , the biggest gathering since 1958",CORRECT,CORRECT,False,,
977,train,a few miles of Vang Vieng was told by officers that,"INCORRECT: ""Vang→Vany, Vieng→Vieny"" | CORRECTED: a few miles of Vany Vieny was told by officers that",INCORRECT,True,"""Vang→Vany, Vieng→Vieny""",a few miles of Vany Vieny was told by officers that
978,train,In some ways it will be a testing occasion,CORRECT,CORRECT,False,,
979,train,ference will concentrate on laying the,CORRECT,CORRECT,False,,
